P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
0.004743,0.008092,0.463924,0.558925,0.609213,0.073107,0.629625,0.535714,50500
0.002107,0.003765,0.400275,0.531114,0.014305,0.164223,0.642034,0.464286,32600
0.000036,0,0.413047,0.683258,0,0.090909,0.622078,1,19400
0.000034,0.021336,0.485632,0.72813,0,0.1,0.663014,1,41300
0.014113,0.00763,0.467106,0.537339,0.006057,0.129359,0.646878,0.304348,46300
0.000035,0,0.48907,0.676986,0,0.6,0.564103,0.666667,24400
0.000074,0.004275,0.403605,0.579439,0,0.185185,0.525806,0.6,14999
0.000044,0.043119,0.514978,0.747424,0.056452,0.416667,0.529897,0.6,34000
0.003955,0.010583,0.39539,0.783401,0.000628,0.327381,0.788665,0.354546,69100
0.000173,0.003567,0.447926,0.577487,0,0.1,0.511932,0.4,17800
0.003121,0.101662,0.506052,0.693592,0.042278,0.224576,0.648305,0.471698,162200
0.000094,0,0.430801,0.665138,0,0.189189,0.548187,0.714286,28700
0.000138,0.001029,0.511636,0.799234,0.05641,0.090909,0.61459,0,35800
0.000039,0.011894,0.576067,0.655961,0.118182,0,0.712632,0,115200
0.000067,0.006859,0.459929,0.675482,0,0,0.599275,0,29400
0.000103,0.001505,0.498283,0.682694,0,0.058824,0.565038,1,83100
0.003495,0.021643,0.474802,0.72076,0.001015,0.286274,0.674678,0.287671,175900
0.000398,0.011349,0.534989,0.806111,0.048932,0.190476,0.616812,0.5,51600
0.000143,0,0.442375,0.696367,0,0,0.627758,0,30200
0.000245,0.003454,0.416861,0.71672,0,0.25,0.646341,0.666667,32400
0.000161,0.000897,0.430428,0.639415,0.002193,0.013158,0.677656,1,57500
0.000227,0.019208,0.524199,0.62278,0.014063,0.093023,0.703081,0.75,112900
0.000015,0,0.362544,0.565008,0.97619,0,0.475,0,14999
0.000031,0,0.435894,0.58478,0,0.285714,0.530137,0.75,28000
0.000166,0.001956,0.453267,0.625167,0,0.355556,0.595389,0.625,22200
0.005648,0.089492,0.529806,0.688343,0.030332,0.127193,0.697695,0.298851,107200
0.000041,0,0.3828,0.797504,0.672414,0,0.595876,0,27300
0.00761,0.013991,0.444091,0.550614,0.155567,0.118663,0.623803,0.488263,26100
0.000015,0,0.438482,0.751433,0,0.12,0.554054,1,26300
0.000764,0.005424,0.475522,0.635018,0.083952,0.210526,0.647791,0.45,61900
0.000325,0.02994,0.527698,0.850575,0.030534,0.555556,0.820048,0.5,228600
0.000066,0,0.426219,0.677264,0.241935,0.227273,0.571795,1,29700
0.000122,0.011975,0.462416,0.77683,0.017391,0.017081,0.567914,0.636364,15500
0.000379,0.002918,0.426577,0.529233,0,0.033016,0.651711,0.848485,177800
0.000022,0,0.407876,0.52358,0.619048,0.142857,0.520455,1,24200
0.000059,0.005963,0.452248,0.538961,0,0.372881,0.525373,0.954546,14999
0.000522,0.00866,0.489183,0.591863,0.008141,0.149254,0.71509,0.7,145800
0.000067,0,0.370794,0.494407,0,0.125,0.598425,0.5,24500
0.000077,0.001873,0.408353,0.62886,0,0.263158,0.64697,0.6,39800
0.000097,0,0.459881,0.747578,0.021898,0.076923,0.556303,0.5,43100
0.003023,0.036097,0.508349,0.592262,0.005045,0.125,0.713414,0.305556,84100
0.000294,0.006449,0.54817,0.759154,0.020507,0.137931,0.741033,0,112800
0.000074,0.005905,0.370492,0.619122,0.45933,0.171429,0.526846,0.833333,22500
0.000156,0.008816,0.393101,0.718244,0.002273,0.266667,0.605769,0.75,46500
0.000164,0,0.338817,0.66387,0.5,0.054545,0.548945,0.666667,18700
0.000163,0,0.429684,0.609357,0,0.027426,0.613764,0.769231,44600
0.00012,0,0.418767,0.630449,0,0.307692,0.624603,0.5,43000
0.000032,0.004284,0.483661,0.872339,0.097826,0.176471,0.539189,0.666667,14999
0.000691,0.004629,0.466946,0.529298,0.15136,0.365385,0.665179,0.350877,101100
0.000296,0.001717,0.37674,0.516097,0,0.064516,0.563216,0.9,29700
0.000072,0.00441,0.344056,0.466438,0,0.146342,0.547115,0.666667,48300
0.006341,0.073062,0.232338,0.244591,0.054984,0.071683,0.64342,0.460993,62200
0.000003,0,0.366028,0.710005,0,0,0.566667,0,14999
0.000582,0.002812,0.443675,0.665615,0,0.361702,0.642393,0.529412,42700
0.001749,0.005484,0.529325,0.721326,0.003042,0.136095,0.640258,0.173913,79900
0.000014,0,0.419119,0.649885,0,0,0.642857,0,24400
0.000967,0.009934,0.524745,0.721114,0.021261,0.359375,0.744256,0.130435,112000
0.000031,0,0.428728,0.677422,0.067416,0.125,0.479747,0.5,14999
0.000017,0,0.542396,0.373612,0,0,0.6,0,29400
0.000016,0,0.514978,0.69458,0,0.285714,0.540476,1,14999
0.000189,0.012859,0.482637,0.787789,0.007477,0.235294,0.64519,0.5,61800
0.000038,0,0.477495,0.552925,0.064815,0,0.573333,0,28800
0.000193,0.00086,0.33203,0.471795,0.069597,0.089286,0.520813,0.533333,14999
0.000362,0.020949,0.538677,0.658129,0.004888,0.041769,0.645669,0.294118,82900
0.001263,0.01133,0.433687,0.627882,0.329498,0.163194,0.60907,0.734043,29900
0.000935,0.004221,0.416852,0.642344,0.366187,0.184615,0.586526,0.520833,26100
0.000173,0.000828,0.395412,0.638992,0,0.217391,0.590313,0.6,31000
0.002999,0.010646,0.505944,0.873916,0.022706,0.749288,0.684763,0.281369,78300
0.004638,0.004402,0.45117,0.587293,0.000382,0.159026,0.592603,0.495495,30600
0.000454,0.006914,0.473024,0.575195,0.142857,0.15122,0.560523,0.580645,26900
0.000954,0.004193,0.451501,0.620432,0.185735,0.245,0.596183,0.428571,34700
0.000024,0,0.286071,0.757647,0.6,0,0.543396,0,14999
0.035699,0.043875,0.513869,0.582412,0.082314,0.157643,0.628763,0.459686,64100
0.000009,0.016687,0.399822,0.516676,0,0,0.557895,0,14999
0.000139,0,0.369913,0.508559,0,0.122449,0.621184,0.666667,18700
0.000145,0.002308,0.396591,0.513021,0.007317,0.233333,0.615571,0.571429,27600
0.000039,0.012802,0.42341,0.522286,0.017857,0.076923,0.596703,0,14999
0.000769,0.004122,0.413315,0.555382,0.002766,0.283582,0.597012,0.552632,27300
0.000174,0.017062,0.484966,0.591532,0.038618,0.104167,0.59586,0.2,31600
0.000089,0,0.421978,0.689292,0,0.263158,0.632828,0.8,18000
0.020121,0.044718,0.549314,0.40786,0.051259,0.069234,0.590645,0.228916,83300
0.000206,0.005629,0.462409,0.706772,0,0.307692,0.672009,0.5,41900
0.008573,0.045916,0.369944,0.344624,0.12816,0.176083,0.632653,0.364486,48900
0.001599,0.050548,0.471607,0.578228,0.01575,0.154734,0.512512,0.223881,133000
0.000157,0.021922,0.498789,0.76833,0.011236,0.384615,0.680153,0.4,45400
0.000412,0.001534,0.445969,0.561268,0.00086,0.111111,0.635388,0.333333,33600
0.000081,0,0.540683,0.709372,0,0.047619,0.862431,0.333333,252700
0.00005,0,0.408229,0.650781,0.014084,0.157895,0.600763,1,14999
0.000874,0.021595,0.446172,0.750753,0.002433,0.544555,0.60208,0.054545,114200
0.000406,0.000394,0.397196,0.588921,0.001745,0.133929,0.617868,0.533333,20900
0.000419,0.007959,0.450709,0.682036,0.00846,0.241379,0.682465,0.428571,59200
0.000171,0.000929,0.436268,0.581219,0.275362,0.177778,0.571605,0.625,24700
0.000098,0.003101,0.381981,0.665512,0,0,0.504128,0,14999
0.000144,0.001062,0.464336,0.660129,0,0.285714,0.607166,0.5,32100
0.00004,0,0.372359,0.595804,0.858407,0,0.522619,0,22500
0.000132,0,0.468256,0.605716,0.002674,0.239264,0.488235,0.538462,27200
0.000067,0,0.340612,0.521737,0.005236,0.2,0.574615,0,22300
0.000039,0,0.345128,0.430556,0,0.142857,0.569512,0.5,21800
0.001002,0.012275,0.485118,0.433864,0.008493,0.09,0.624912,0.444444,79600
0.000762,0.009387,0.45585,0.613003,0.009777,0.258621,0.637904,0.666667,86500
0.000044,0,0.437639,0.668577,0.087302,0.2,0.536792,0.333333,14999
0.000244,0,0.370038,0.515132,0.058055,0.1125,0.542184,0.555556,28500
0.000755,0.004534,0.396707,0.622421,0.062471,0.19209,0.604612,0.294118,36600
0.000924,0.016888,0.430841,0.65735,0.133205,0.164234,0.611452,0.711111,35400
0.000083,0,0.426921,0.615199,0,0.142857,0.644,1,21600
0.000997,0.009626,0.489514,0.677119,0.002133,0.127848,0.624205,0.574257,95500
0.000023,0,0.417781,0.426602,0,0.428571,0.566038,1,14999
0.000035,0,0.46529,0.604553,0,0.285714,0.580247,1,14999
0.000011,0,0.405877,0.592195,0,0.111111,0.623333,1,19800
0.000051,0,0.417048,0.637507,0,0.375,0.599167,1,24900
0.000282,0.003125,0.428954,0.523971,0,0.115607,0.583677,0.9,31600
0.001059,0.002922,0.441467,0.562388,0.001339,0.093567,0.663431,0.4375,55000
0.004154,0.016547,0.443567,0.595983,0.006318,0.233071,0.667231,0.385135,59900
0.000041,0.002553,0.325086,0.730005,0.017241,0,0.487059,0,14999
0.000128,0,0.492897,0.726027,0.082873,0.290323,0.616667,0.444444,51700
0.000262,0.001318,0.38098,0.505557,0,0.2,0.630035,0.571429,18600
0.000705,0.011053,0.462241,0.7579,0.012066,0.304762,0.59203,0.5,42200
0.000674,0.001531,0.38219,0.519039,0,0.195652,0.636105,0.666667,28300
0.000068,0.003965,0.412275,0.661923,0.067358,0.25,0.518301,0.75,23300
0.000222,0.003764,0.38963,0.536609,0,0.206897,0.637281,0.666667,31900
0.000269,0.002627,0.489281,0.672039,0.098684,0.45,0.655789,0.444444,80700
0.000334,0.022657,0.543845,0.682761,0.009554,0.678788,0.584527,0.714286,116400
0.000652,0.001319,0.372066,0.635458,0.329348,0.242424,0.60177,0.166667,24200
0.000212,0.002211,0.369833,0.777784,0.001669,0.269231,0.67978,0.285714,55500
0.000054,0.005002,0.479693,0.692947,0,0,0.660656,0,41300
0.001067,0.024921,0.478546,0.596667,0.00997,0.124352,0.685185,0.666667,130000
0.000096,0,0.390874,0.617589,0,0.051282,0.613303,0.5,18300
0.024483,0.012792,0.420226,0.546551,0.159121,0.117773,0.650144,0.413044,41600
0.000264,0.00781,0.452257,0.673756,0,0.074074,0.66451,0,55400
0.000056,0,0.33534,0.624819,0.65625,0.190476,0.561111,1,22800
0.000577,0,0.465004,0.567682,0.001844,0.165517,0.591759,0.5,30600
0.00004,0,0.513887,0.805398,0,0,0.550538,0,41900
0.000336,0.00052,0.478352,0.551242,0.062236,0.082192,0.587869,0.666667,36000
0.000633,0.000449,0.392819,0.684905,0.207843,0.103344,0.566458,0.558824,31700
0.000029,0.004925,0.425475,0.751433,0.035714,0.666667,0.69322,0,42900
0.00003,0,0.44237,0.514428,0.011628,0.0625,0.544444,1,16000
0.001846,0.025829,0.471257,0.4945,0.014788,0.141343,0.695843,0.4,84300
0.000356,0.01368,0.443755,0.502681,0,0.057692,0.674279,1,57000
0.000948,0.020005,0.425076,0.735102,0.362991,0.169491,0.528989,0.716667,36700
0.000027,0,0.436469,0.548278,0.141026,0.055556,0.532857,0,24300
0.000665,0.007901,0.400271,0.529763,0.001599,0.148649,0.626208,0.636364,54800
0.000016,0,0.606123,0.829786,0,0,0.214286,0,26300
0.000263,0.008199,0.398457,0.643459,0,0.290323,0.598765,0.555556,41200
0.001145,0.022648,0.481095,0.733349,0.029102,0.476596,0.614105,0.089286,123200
0.00009,0.005666,0.40152,0.576902,0,0.081633,0.594815,0.75,30700
0.00014,0,0.447584,0.720597,0,0.052632,0.612605,1,36900
0.000223,0.001415,0.460035,0.59815,0.001587,0.076336,0.620899,0.3,77100
0.026567,0.01604,0.473831,0.498289,0.297804,0.169088,0.641352,0.395274,59400
0.004444,0.017346,0.527803,0.790991,0.007661,0.491991,0.728969,0.306977,80900
0.000021,0.011707,0.334258,0.743283,0,0.375,0.623077,1,37300
0.000018,0.007873,0.441288,0.718535,0.098039,0,0.634146,0,27800
0.000495,0.000616,0.397416,0.597391,0.019327,0.134146,0.596376,0.727273,34600
0.000126,0.002902,0.526769,0.732407,0.292135,0.1875,0.615331,0.333333,42000
0.000591,0.00805,0.434897,0.628939,0.09838,0.216867,0.598234,0.777778,69300
0.000005,0,0.418683,0.913002,0,0,0.673333,0,14999
0.00178,0.016755,0.38713,0.592569,0.174537,0.325416,0.676664,0.116788,80800
0.000019,0,0.479427,0.620371,0,0.148148,0.572917,0.75,14999
0.000245,0.000648,0.452182,0.609074,0.001447,0.144578,0.555556,1,18200
0.00008,0,0.421156,0.514965,0,0.176471,0.662195,0.833333,29300
0.00003,0,0.337211,0.650995,0,0.0625,0.635135,0,26400
0.000019,0,0.81563,0.525463,0.036364,0.714286,0.702128,0.8,176600
0.000118,0,0.402329,0.458532,0,0.135135,0.617844,0.8,17400
0.000041,0.003527,0.396598,0.646108,0.305085,0.034483,0.543617,0,14999
0.000025,0,0.420368,0.673756,0,0,0.531034,0,17900
0.000005,0,0.501879,0.254299,0,0,0.488889,0,14999
0.000039,0,0.442349,0.541495,0,0.333333,0.557955,0.666667,22300
0.000083,0.003783,0.477743,0.607401,0,0,0.634211,0,28600
0.000037,0.004022,0.35886,0.639578,0,0.545454,0.540206,0.5,14999
0.000165,0.005375,0.456595,0.638751,0,0,0.668098,0,51400
0.004146,0.01581,0.357002,0.550532,0.010266,0.143236,0.633548,0.444444,43100
0.000203,0.001653,0.470652,0.555898,0,0.04918,0.538377,0.904762,40500
0.000037,0,0.413468,0.440725,0.171429,0,0.517241,0,14999
0.000277,0.00056,0.448972,0.635007,0.00894,0.131148,0.55405,0.625,28800
0.000188,0.001939,0.382602,0.482425,0,0.234043,0.61687,0.363636,27000
0.00024,0.002191,0.432815,0.443749,0.001475,0.115385,0.70338,0.166667,38500
0.000602,0.008133,0.471942,0.697018,0.004125,0.274193,0.60971,0.411765,74700
0.000386,0.015507,0.349156,0.737326,0.034926,0.081633,0.57861,0.916667,36300
0.0003,0.000526,0.479866,0.639901,0.133255,0.183673,0.517523,0.555556,27300
0.000033,0,0.404241,0.78952,0,0,0.681081,0,16800
0.002601,0.070512,0.428283,0.601836,0.048943,0.139925,0.612553,0.213333,58400
0.000039,0,0.419545,0.580543,0,0,0.565882,0,22200
0.043714,0.028586,0.463983,0.53876,0.098589,0.139763,0.614293,0.42494,41600
0.000041,0,0.40686,0.601872,0,0.222222,0.65,0.5,22200
0.001022,0.0068,0.506446,0.725149,0.00694,0.283708,0.622829,0.534654,72300
0.000092,0,0.403418,0.603488,0.403846,0.083333,0.612667,0.666667,22900
0.00011,0.095978,0.335558,0.654813,0.745161,0.157895,0.561429,0.833333,28500
0.000064,0.017888,0.447901,0.598469,0.181319,0.130435,0.589051,0,39500
0.001052,0.19198,0.497922,0.839408,0.00708,0.369863,0.836664,0.388889,348000
0.000846,0.012256,0.487289,0.599647,0.002515,0.08777,0.541356,0.393443,209600
0.000184,0.006328,0.448393,0.7033,0.023121,0.428571,0.487866,0.30303,48000
0.000186,0.002239,0.408712,0.677477,0.001901,0.105882,0.543771,0.444444,27000
0.000032,0.01694,0.37975,0.503542,0.01087,0.121951,0.571605,1,14999
0.000125,0.001184,0.430116,0.645106,0.002833,0.2,0.694297,0.333333,36100
0.000262,0.004589,0.39219,0.598469,0.00135,0.097458,0.504793,0.695652,30300
0.000159,0,0.36831,0.594008,0,0.138889,0.628571,1,19200
0.000149,0,0.354137,0.550543,0.002375,0.409091,0.61526,0.333333,29800
0.000145,0.010547,0.487354,0.700079,0,0.133333,0.621081,1,51300
0.000014,0,0.456595,0.608507,0,0.176471,0.609375,0.666667,14999
0.000054,0,0.456595,0.576307,0,0.090909,0.558947,0.8,14999
0.000063,0,0.525756,0.787392,0,0.111111,0.552564,1,25600
0.00013,0.003476,0.481935,0.697758,0.016349,0.282609,0.619255,0.692308,70300
0.000189,0.004343,0.594663,0.58133,0.001876,0.704918,0.613333,0.883721,161200
0.000055,0.003055,0.459565,0.559467,0.050955,0.103448,0.585321,1,22300
0.000744,0.006009,0.396978,0.549665,0.003813,0.137931,0.681077,0.333333,35600
0.00006,0,0.421579,0.496325,0,0.111111,0.591,0,23200
0.000033,0,0.36156,0.611284,0,0,0.592683,0,27000
0.000134,0.001218,0.438837,0.581034,0.002632,0.222222,0.642553,0.666667,25900
0.003183,0.06508,0.532738,0.669104,0.004679,0.278912,0.726656,0.390244,301400
0.003018,0.005065,0.421202,0.570324,0.079436,0.130186,0.621991,0.582418,27400
0.000257,0.000531,0.484707,0.719205,0.015172,0.451613,0.596088,0.357143,51400
0.000265,0.000627,0.379227,0.513251,0,0.134328,0.598312,0.222222,30800
0.000037,0,0.418579,0.598469,0.201923,0.25,0.626506,0.333333,42100
0.001178,0.021277,0.529574,0.729734,0.017158,0.2,0.67104,0.058824,118200
0.000128,0.002518,0.494536,0.589041,0,0.333333,0.628352,0,57600
0.000488,0.010317,0.494632,0.773336,0.00218,0.555556,0.690618,0.3,76900
0.000044,0,0.515236,0.585722,0.007937,0.214286,0.524299,1,21100
0.000096,0,0.376515,0.692947,0.363971,0.08,0.626257,1,27500
0.00019,0.007843,0.455902,0.685929,0.001866,0.170732,0.648649,0.142857,83000
0.000616,0.001122,0.456186,0.546487,0,0.190476,0.638326,0.166667,49200
0.000595,0.014659,0.558261,0.532105,0.020846,0.125,0.693956,0.846154,130300
0.000201,0.004238,0.409566,0.68121,0.365554,0.064103,0.565896,0.8,37400
0.000361,0.079875,0.406981,0.916758,0.085378,0,0.633333,0,0
0.000295,0,0.473776,0.697647,0.081633,0.15625,0.505795,0.8,17700
0.000213,0.001438,0.438773,0.62715,0,0.235294,0.652308,0.5,76500
0.00007,0.002457,0.503173,0.591371,0.015152,0.285714,0.615862,1,42200
0.000256,0.004842,0.531385,0.772891,0.006906,0.071429,0.6986,0,80700
0.000115,0,0.432589,0.520703,0,0.058824,0.50724,1,18600
0.000049,0,0.459517,0.673756,0,0.384615,0.630208,0.2,16000
0.000043,0,0.460449,0.561443,0.278689,0.071429,0.572917,0,19800
0.000265,0.009064,0.501425,0.710393,0.001337,0.411765,0.640502,0.285714,79000
0.000093,0.001501,0.467536,0.702287,0.003802,0.173913,0.507317,0.625,22500
0.000131,0.001306,0.413428,0.550862,0.00271,0.102564,0.641667,0.5,14999
0.000167,0.000872,0.421838,0.682723,0.004228,0.375,0.575068,0.833333,30200
0.007495,0.004652,0.451943,0.601115,0.006625,0.203953,0.57988,0.330396,34000
0.00004,0,0.471483,0.59935,0,0.157895,0.603261,1,17400
0.000035,0.003909,0.475595,0.683642,0,0.153846,0.5475,1,22700
0.000065,0,0.431841,0.682573,0.027027,0.032258,0.558784,1,30700
0.000017,0,0.516092,0.791204,0,0.142857,0.597436,1,22000
0.000216,0.004833,0.395521,0.467313,0,0.096774,0.628953,0.833333,21800
0.000136,0,0.499496,0.69833,0.636364,0.035971,0.579747,0.8,48900
0.000116,0.003275,0.471454,0.816985,0,0.093023,0.626797,0.75,79000
0.000023,0,0.420368,0.629932,0,0,0.565,0,19100
0.006674,0.033843,0.529674,0.48034,0.012009,0.219269,0.652479,0.439394,179000
0.00002,0,0.398961,0.595008,0,0.285714,0.547826,0.666667,14999
0.000073,0,0.479818,0.785656,0,0.357143,0.613333,0.6,22700
0.000031,0.005507,0.42715,0.58478,0,0,0.582667,0,14999
0.001115,0.009494,0.477204,0.640364,0.003814,0.073204,0.593925,0.471698,109600
0.000328,0.01195,0.531028,0.724897,0.005405,0.3125,0.631065,0,54400
0.000065,0,0.402599,0.702125,0,0.2,0.603704,0.8,25200
0.008545,0.044015,0.511172,0.577971,0.050552,0.13847,0.637201,0.525292,156600
0.000142,0.007811,0.317541,0.528126,0,0.175,0.651261,0.714286,27200
0.000353,0,0.402706,0.573752,0,0.297619,0.638863,0.8,32800
0.000558,0.018146,0.416314,0.501405,0.103624,0.110236,0.661404,0.714286,66200
0.000039,0,0.430512,0.506225,0,0.15,0.626374,1,14999
0.000017,0.010257,0.690907,0.573885,0,0.006141,0.535714,1,103100
0.000279,0.008105,0.402754,0.563903,0.005083,0.047619,0.517422,0.6,46600
0.00004,0,0.433634,0.538062,0,0.333333,0.635632,0.666667,14999
0.000243,0,0.440632,0.62089,0.013139,0.203704,0.636383,0.636364,33800
0.002095,0.039125,0.49729,0.767371,0.014559,0.508475,0.607279,0.325,139600
0.001693,0.024489,0.492339,0.788198,0.544084,0.405286,0.66895,0.456522,62400
0.000069,0,0.402255,0.507305,0,0.074074,0.59726,1,14999
0.001346,0.017805,0.519473,0.760668,0.119631,0.170264,0.639555,0.352113,78800
0.000289,0.867511,0.414461,0.884996,0.003672,0.066667,0.514822,0,114600
0.000043,0.00771,0.415371,0.568603,0.082645,0.214286,0.484466,1,14999
0.000089,0.005704,0.417781,0.537279,0,0.126582,0.616667,0.9,15100
0.000087,0.018665,0.386742,0.554399,0,0.066667,0.594845,0.5,14999
0.00038,0.012171,0.476455,0.806445,0.013992,0.261364,0.561877,0.246377,94300
0.000416,0.13876,0.48293,0.73012,0.006809,0.45283,0.565563,0.125,191100
0.000522,0.00539,0.447965,0.688152,0.007468,0.144597,0.492023,0.536842,38700
0.000016,0,0.419262,0.639049,0.446808,0.4,0.582857,1,33100
0.000109,0.002867,0.396681,0.587679,0,0.147059,0.529762,0.6,16700
0.000486,0.113872,0.426909,0.687796,0,0.192983,0.495477,0.454545,49900
0.000105,0.001686,0.416434,0.509539,0.097315,0.067797,0.525506,0.625,23600
0.000017,0,0.472121,0.786943,0.326531,0.090909,0.642222,1,29200
0.000684,0.022337,0.508554,0.684236,0.011917,0.153846,0.677085,0.333333,64200
0.000136,0.001161,0.444745,0.562748,0,0,0.654839,0,48500
0.000503,0.002337,0.417547,0.67008,0.00493,0.225806,0.592731,0.178571,36100
0.000328,0,0.131175,0.222658,0.001081,0.166667,0.417024,0.35,32100
0.000346,0.002545,0.348574,0.557431,0.219262,0.166667,0.577741,0.45,31000
0.002318,0.04476,0.494429,0.619848,0.089045,0.160156,0.572292,0.073171,92700
0.00026,0.000648,0.432038,0.577436,0.00136,0.189189,0.633692,0.642857,24000
0.000035,0,0.417617,0.630916,0,0.421053,0.511688,0.75,22900
0.000156,0.005557,0.384213,0.574849,0,0.149254,0.514879,0.4,25200
0.000151,0.019964,0.343848,0.581307,0.002342,0.155172,0.602333,0.444444,19500
0.001656,0.015036,0.442406,0.61569,0.002784,0.089783,0.616158,0.275862,63600
0.000004,0,0.82611,0.565008,0,0.037037,0.272727,1,15000
0.00004,0,0.471483,0.704962,0,0.014493,0.51165,1,38300
0.000041,0,0.547964,0.730005,0.008621,0,0.501754,0,36900
0.001444,0.002839,0.466945,0.69932,0.008106,0.226277,0.609454,0.451613,44100
0.000255,0,0.372078,0.587998,0.191933,0.207692,0.564378,0.740741,22100
0.000117,0.001656,0.462231,0.47801,0,0.023337,0.62583,0.75,213800
0.000186,0.003475,0.352305,0.526822,0,0.30303,0.602632,0.7,27700
0.000172,0.000925,0.461539,0.675099,0.00823,0.282051,0.538915,0.454545,18400
0.000041,0,0.362905,0.707505,0.017241,0.018868,0.5225,1,14999
0.00004,0,0.4526,0.542114,0,0.222222,0.610638,1,14999
0.000037,0,0.363556,0.766089,0.009434,0.054054,0.449438,1,17500
0.000822,0.003086,0.395092,0.558255,0,0.210762,0.561145,0.787234,19600
0.00003,0,0.454377,0.81791,0,0,0.571831,0,31600
0.000532,0.003623,0.474474,0.671146,0.143333,0.102041,0.570504,0.133333,39400
0.002085,0.069625,0.537579,0.606066,0.015476,0.242938,0.652897,0.116279,99100
0.000067,0.002662,0.422956,0.446581,0,0.098214,0.57381,0.818182,29600
0.000061,0,0.407195,0.675642,0.427746,0,0.582677,0,20100
0.000013,0,0.406435,0.765774,0,0.166667,0.613889,0,25400
0.000113,0.002665,0.454652,0.702302,0.003125,0.16,0.54751,0.5,26200
0.00158,0.025676,0.4182,0.557491,0.021993,0.168865,0.607575,0.5625,26800
0.000063,0.002754,0.464626,0.536009,0.027778,0.185185,0.530667,0.2,21500
0.000006,0,0.324416,0.347512,0,0.666667,0.55,0.5,14999
0.0001,0.013169,0.554523,0.843771,0.003521,0.285714,0.728968,0.75,143800
0.000103,0.012821,0.500217,0.721005,0.013793,0.142857,0.896875,0.75,500001
0.005522,0.004996,0.438312,0.546653,0.020424,0.149626,0.608338,0.558333,24500
0.000027,0,0.412236,0.656585,0,0.5,0.632836,1,14999
0.000067,0.003684,0.427053,0.75961,0,0.333333,0.647429,0,50500
0.0001,0,0.411699,0.552711,0.219081,0.055556,0.524615,0.5,14999
0.000027,0,0.321736,0.830523,0,0,0.516667,0,14999
0.00139,0.004762,0.416033,0.579104,0,0.150794,0.626249,0.526316,29300
0.000288,0.00155,0.401351,0.609952,0,0.239437,0.591786,0.647059,22400
0.000056,0,0.462541,0.719182,0,0,0.652239,0,34100
0.000555,0.001531,0.417451,0.506158,0,0.139785,0.60053,0.615385,27700
0.000436,0.000637,0.427783,0.716955,0.029244,0.197452,0.522326,0.387097,40900
0.002034,0.013113,0.4743,0.560685,0.064854,0.179625,0.614559,0.41791,47000
0.000049,0,0.321173,0.468688,0,0.272727,0.609091,0.833333,14999
0.000075,0,0.416881,0.599889,0.283019,0.107143,0.545679,0.666667,18200
0.000436,0.047722,0.429472,0.513021,0.070732,0.1,0.553291,0.2,40700
0.000026,0.006655,0.385435,0.530209,0,0.25,0.610909,0.5,24000
0.000517,0.007152,0.391336,0.491614,0.000686,0.186275,0.604694,0.684211,29800
0.000062,0.005341,0.404678,0.749327,0,0.545454,0.847651,0.5,146900
0.000962,0.13443,0.489336,0.538713,0.193513,0.051051,0.61643,0.176471,72000
0.000103,0.004847,0.495859,0.617507,0.003448,0.363636,0.663536,0.75,56200
0.001862,0.011988,0.278705,0.396213,0.282178,0.055336,0.634896,0.321429,41700
0.000023,0,0.430407,0.505691,0,0,0.664151,0,26400
0.000178,0.001655,0.448953,0.663399,0.222222,0.166667,0.619701,0.875,46000
0.000786,0.002182,0.47193,0.759842,0.007217,0.106061,0.631971,0.571429,48800
0.003113,0.083277,0.528515,0.531166,0.016631,0.165048,0.552789,0.323529,181100
0.000007,0,0.448942,0.822049,0,0.428571,0.605556,0.333333,20800
0.000167,0,0.42355,0.589944,0.2569,0.142857,0.569301,0.666667,18800
0.000014,0,0.450993,0.490741,0,0.25,0.625926,1,14999
0.000718,0.003385,0.583979,0.384871,0.002468,0.064343,0.532293,0.125,91000
0.000024,0,0.510936,0.692947,0,0,0.475472,0,33800
0.00024,0.002186,0.478905,0.775137,0.005891,0.196078,0.516212,0.6,32800
0.008032,0.01121,0.405339,0.521906,0.005431,0.167411,0.689441,0.435556,56200
0.00027,0.002921,0.387321,0.505717,0,0.134615,0.619059,0.714286,29400
0.002199,0.001769,0.449613,0.630457,0.094823,0.081841,0.62084,0.4375,36500
0.000613,0.007021,0.502405,0.778728,0.027199,0.25,0.686724,0.333333,62700
0.000519,0.006597,0.388345,0.604229,0.004098,0.026596,0.574722,0.64,118900
0.000431,0.002424,0.560293,0.729561,0.018092,0.242718,0.596946,0.24,61600
0.000327,0.007702,0.47344,0.651159,0.074675,0.26087,0.645138,0.916667,44800
0.000814,0.003034,0.473802,0.726733,0.009142,0.272152,0.550081,0.674419,35800
0.000158,0.002082,0.459631,0.610848,0.008969,0.189189,0.574332,1,25400
0.00011,0.001443,0.38718,0.556643,0.211538,0.25,0.549215,0.777778,14999
0.000031,0,0.435474,0.794723,0,0,0.5,0,23800
0.00044,0.00302,0.513023,0.770946,0.005636,0.265306,0.637702,0.615385,48700
0.000079,0,0.436469,0.502588,0,0.057971,0.592373,0.75,29500
0.000134,0,0.40586,0.555826,0,0.212121,0.638158,0.428571,19800
0.000404,0,0.439265,0.655743,0.066608,0.096154,0.571888,1,29600
0.000008,0,0.354707,0.836878,0,0,0.6125,0,14999
